RowID,Scores
0,0.383533
1,0.393141
2,0.397210
3,0.362032
4,0.368381
5,0.382828
6,0.361538
7,0.387542
8,0.350070
9,0.374014
10,0.364971
11,0.374431
12,0.411143
13,0.374676
14,0.353915
15,0.366271
16,0.381351
17,0.366397
18,0.357227
19,0.361201
20,0.429600
21,0.405818
22,0.349426
23,0.358709
24,0.366395
25,0.405993
26,0.347063
27,0.406295
28,0.433794
29,0.351982
30,0.381396
31,0.386460
32,0.368245
33,0.373585
34,0.390858
35,0.374660
36,0.373213
37,0.389623
38,0.376438
39,0.375821
40,0.350220
41,0.365166
42,0.354906
43,0.351808
44,0.367201
45,0.355311
46,0.371390
47,0.383795
48,0.358643
49,0.385300
50,0.364544
51,0.429641
52,0.398439
53,0.379556
54,0.372798
55,0.393564
56,0.420556
57,0.347923
58,0.385611
59,0.358538
60,0.452248
61,0.369827
62,0.373110
63,0.432440
64,0.391541
65,0.380263
66,0.380156
67,0.351414
68,0.436305
69,0.395688
70,0.364557
71,0.377295
72,0.352185
73,0.379806
74,0.373320
75,0.404710
76,0.391534
77,0.357956
78,0.352352
79,0.375479
80,0.376343
81,0.387527
82,0.412258
83,0.375786
84,0.380426
85,0.380410
86,0.405729
87,0.361055
88,0.402501
89,0.392282
90,0.393362
91,0.392498
92,0.358623
93,0.373550
94,0.361135
95,0.385765
96,0.356795
97,0.376666
98,0.365508
99,0.347572
100,0.367770
101,0.396286
102,0.351889
103,0.355955
104,0.356623
105,0.364800
106,0.372951
107,0.378620
108,0.458600
109,0.384189
110,0.366195
111,0.433211
112,0.346644
113,0.363272
114,0.432341
115,0.360872
116,0.369785
117,0.420237
118,0.383696
119,0.421095
120,0.420760
121,0.458891
122,0.377707
123,0.387455
124,0.346504
125,0.365106
126,0.382027
127,0.389287
128,0.353939
129,0.379783
130,0.361422
131,0.385596
132,0.357303
133,0.356722
134,0.388647
135,0.391061
136,0.365160
137,0.362015
138,0.378313
139,0.366371
140,0.362434
141,0.364210
142,0.361897
143,0.394185
144,0.367419
145,0.377757
146,0.391285
147,0.366873
148,0.355818
149,0.389056
150,0.384862
151,0.377240
152,0.347042
153,0.346662
154,0.374645
155,0.385435
156,0.414705
157,0.398858
158,0.382309
159,0.405205
160,0.353456
161,0.412193
162,0.361015
163,0.374335
164,0.410654
165,0.387455
166,0.358229
167,0.365397
168,0.364703
169,0.385131
170,0.364451
171,0.406849
172,0.378083
173,0.366126
174,0.347225
175,0.382861
176,0.370519
177,0.355578
178,0.390392
179,0.394822
180,0.350816
181,0.403548
182,0.375090
183,0.358628
184,0.354358
185,0.396752
186,0.376143
187,0.434018
188,0.368923
189,0.407827
190,0.395866
191,0.378816
192,0.388290
193,0.395681
194,0.379117
195,0.356708
196,0.411943
197,0.365657
198,0.374935
199,0.384001
200,0.360793
201,0.359285
202,0.378012
203,0.386985
204,0.366567
205,0.361699
206,0.431856
207,0.392947
208,0.350880
209,0.433354
210,0.373897
211,0.351847
212,0.358462
213,0.405597
214,0.410154
215,0.388482
216,0.381927
217,0.362512
218,0.378436
219,0.385039
220,0.445069
221,0.397025
222,0.439407
223,0.371491
224,0.372324
225,0.394946
226,0.372202
227,0.352278
228,0.371704
229,0.435312
230,0.355980
231,0.351851
232,0.365855
233,0.387277
234,0.382560
235,0.393842
236,0.388084
237,0.374849
238,0.373022
239,0.379100
240,0.354438
241,0.398167
242,0.407447
243,0.369561
244,0.398095
245,0.386241
246,0.424952
247,0.350556
248,0.365265
249,0.426726
250,0.387202
251,0.349150
252,0.395341
253,0.436457
254,0.377640
255,0.402672
256,0.359415
257,0.376204
258,0.350314
259,0.383945
260,0.397031
261,0.381906
262,0.394849
263,0.373176
264,0.365793
265,0.380709
266,0.388741
267,0.351387
268,0.379741
269,0.357120
270,0.346999
271,0.369923
272,0.391277
273,0.379088
274,0.374848
275,0.363190
276,0.346879
277,0.419484
278,0.375629
279,0.385481
280,0.353598
281,0.426596
282,0.374101
283,0.434782
284,0.393878
285,0.348938
286,0.396181
287,0.372960
288,0.368703
289,0.358685
290,0.350336
291,0.375329
292,0.366211
293,0.426082
294,0.455031
295,0.372628
296,0.391839
297,0.376606
298,0.389903
299,0.392522
300,0.365612
301,0.360236
